Região;Sigla UF;UF;Código IBGE Município;Município;Tipo Crime;Mês;Mês/Ano;PC-Qtde Ocorrências
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;1;jan/17;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;2;fev/17;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;3;mar/17;6
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;4;abr/17;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;5;mai/17;8
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;6;jun/17;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;1;jan/17;146
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;2;fev/17;38
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;3;mar/17;130
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;4;abr/17;109
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;5;mai/17;168
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;6;jun/17;123
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;1;jan/17;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;2;fev/17;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;4;abr/17;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;5;mai/17;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;1;jan/17;27
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;2;fev/17;26
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;3;mar/17;28
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;4;abr/17;27
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;5;mai/17;25
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;6;jun/17;29
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;1;jan/17;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;2;fev/17;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;3;mar/17;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;4;abr/17;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;5;mai/17;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;6;jun/17;8
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;1;jan/17;34
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;2;fev/17;46
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;3;mar/17;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;4;abr/17;23
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;5;mai/17;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;6;jun/17;35
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;1;jan/17;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;2;fev/17;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;3;mar/17;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;4;abr/17;4
