Região;Sigla UF;UF;Código IBGE Município;Município;Tipo Crime;Mês;Mês/Ano;PC-Qtde Ocorrências
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;11;nov/09;158
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;12;dez/09;164
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;1;jan/09;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;2;fev/09;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;3;mar/09;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;4;abr/09;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;5;mai/09;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;6;jun/09;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;7;jul/09;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;8;ago/09;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;9;set/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;10;out/09;5
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;11;nov/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;1;jan/09;20
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;2;fev/09;42
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;3;mar/09;49
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;4;abr/09;25
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;5;mai/09;17
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;6;jun/09;13
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;7;jul/09;7
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;8;ago/09;12
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;9;set/09;13
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;10;out/09;21
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;11;nov/09;16
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;12;dez/09;16
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);3;mar/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);4;abr/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);5;mai/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);6;jun/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);7;jul/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);8;ago/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);9;set/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);10;out/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);11;nov/09;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;2;fev/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;3;mar/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;4;abr/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;5;mai/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;6;jun/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;7;jul/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;8;ago/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;9;set/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;10;out/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;11;nov/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;1;jan/09;23
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;2;fev/09;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;3;mar/09;41
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;4;abr/09;38
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;5;mai/09;47
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;6;jun/09;47
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;7;jul/09;30
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;8;ago/09;38
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;9;set/09;57
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;10;out/09;50
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;11;nov/09;38
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;12;dez/09;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;1;jan/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;2;fev/09;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;3;mar/09;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;4;abr/09;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;5;mai/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;6;jun/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;7;jul/09;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;8;ago/09;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;9;set/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;10;out/09;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;11;nov/09;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;12;dez/09;6
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;1;jan/09;10
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;2;fev/09;18
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;3;mar/09;21
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;4;abr/09;5
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;5;mai/09;8
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;6;jun/09;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;7;jul/09;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;8;ago/09;8
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;9;set/09;7
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;10;out/09;15
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;11;nov/09;12
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;12;dez/09;9
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);5;mai/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);6;jun/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);7;jul/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);8;ago/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);9;set/09;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);10;out/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);11;nov/09;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;1;jan/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;2;fev/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;3;mar/09;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;4;abr/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;5;mai/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;6;jun/09;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;7;jul/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;8;ago/09;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;9;set/09;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;10;out/09;6
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;11;nov/09;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;12;dez/09;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;1;jan/09;106
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;2;fev/09;77
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;3;mar/09;112
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;4;abr/09;110
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;5;mai/09;114
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;6;jun/09;69
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;7;jul/09;79
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;8;ago/09;80
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;9;set/09;88
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;10;out/09;89
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;11;nov/09;101
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;12;dez/09;105
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;1;jan/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;2;fev/09;6
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;3;mar/09;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;4;abr/09;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;5;mai/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;6;jun/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;7;jul/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;8;ago/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;9;set/09;6
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;10;out/09;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;11;nov/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;1;jan/09;42
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;2;fev/09;46
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;3;mar/09;59
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;4;abr/09;57
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;5;mai/09;60
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;6;jun/09;42
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;7;jul/09;55
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;8;ago/09;66
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;9;set/09;78
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;10;out/09;68
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;11;nov/09;77
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;12;dez/09;75
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);1;jan/09;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);2;fev/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);3;mar/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);4;abr/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);5;mai/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);6;jun/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);7;jul/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);8;ago/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);9;set/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);10;out/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);11;nov/09;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;1;jan/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;2;fev/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;3;mar/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;4;abr/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;5;mai/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;6;jun/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;7;jul/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;8;ago/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;9;set/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;10;out/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;11;nov/09;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;12;dez/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;1;jan/09;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;2;fev/09;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;3;mar/09;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;4;abr/09;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;5;mai/09;28
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;6;jun/09;17
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;7;jul/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;8;ago/09;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;9;set/09;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;10;out/09;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;11;nov/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;12;dez/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;1;jan/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;2;fev/09;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;3;mar/09;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;4;abr/09;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;5;mai/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;6;jun/09;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;7;jul/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;8;ago/09;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;9;set/09;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;10;out/09;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;11;nov/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;12;dez/09;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;2;fev/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;3;mar/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;4;abr/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;5;mai/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;6;jun/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;7;jul/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;8;ago/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;9;set/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;10;out/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;11;nov/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;12;dez/09;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;1;jan/09;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;2;fev/09;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;3;mar/09;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;4;abr/09;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;5;mai/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;6;jun/09;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;7;jul/09;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;8;ago/09;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;9;set/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;10;out/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;11;nov/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;12;dez/09;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);1;jan/09;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);2;fev/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);3;mar/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);4;abr/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);5;mai/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);6;jun/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);7;jul/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);8;ago/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);9;set/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);10;out/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);11;nov/09;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);12;dez/09;3
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;1;jan/09;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;2;fev/09;4
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;3;mar/09;5
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;4;abr/09;2
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;5;mai/09;6
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;6;jun/09;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;7;jul/09;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;8;ago/09;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;9;set/09;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;10;out/09;15
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;11;nov/09;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;12;dez/09;3
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;1;jan/09;83
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;2;fev/09;61
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;3;mar/09;90
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;4;abr/09;101
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;5;mai/09;87
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;6;jun/09;100
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;7;jul/09;93
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;8;ago/09;116
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;9;set/09;101
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;10;out/09;79
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;11;nov/09;100
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;12;dez/09;85
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;1;jan/09;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;2;fev/09;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;3;mar/09;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;4;abr/09;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;5;mai/09;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;6;jun/09;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;7;jul/09;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;8;ago/09;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;9;set/09;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;10;out/09;10
